매입사,고객ID,카드유형,거래일,거래시간,승인금액,할부,인원
국민카드,C-15916,체크,2013-05-26,16:38:46,"29,800",0,2
외환카드,C-04594,일반,2013-05-26,16:40:47,"44,700",0,3
국민카드,C-15934,체크,2013-05-26,16:48:25,"29,800",0,2
농협카드,C-39895,체크,2013-05-26,16:53:46,"29,800",0,2
비씨카드,C-28191,체크,2013-05-26,16:58:05,"29,800",0,2
신한카드,C-12108,일반,2013-05-26,16:59:59,"46,600",0,4
신한카드,C-09023,일반,2013-05-26,17:00:23,"44,700",0,3
삼성카드,C-11976,체크,2013-05-26,17:04:14,"29,800",0,2
비씨카드,C-27815,체크,2013-05-26,17:15:50,"29,800",0,2
국민카드,C-15955,체크,2013-05-26,17:18:10,"55,600",0,4
비씨카드,C-21781,일반,2013-05-26,17:38:09,"29,800",0,2
비씨카드,C-30813,체크,2013-05-26,17:38:25,"29,800",0,2
현대카드,C-07509,일반,2013-05-26,17:42:59,"238,400",0,16
비씨카드,C-04099,일반,2013-05-26,17:43:31,"104,300",0,7
비씨카드,C-30877,일반,2013-05-26,17:44:59,"29,800",0,2
국민카드,C-11288,일반,2013-05-26,17:47:49,"59,600",0,4
비씨카드,C-30894,일반,2013-05-26,17:54:32,"29,800",0,2
비씨카드,C-29463,체크,2013-05-26,17:59:42,"29,800",0,2
국민카드,C-16001,체크,2013-05-26,18:04:21,"29,800",0,2
현대카드,C-03131,일반,2013-05-26,18:07:44,"40,700",0,3
신한카드,C-09668,일반,2013-05-26,18:10:03,"44,700",0,3
현대카드,C-23795,일반,2013-05-26,18:22:59,"29,800",0,2
신한카드,C-01494,일반,2013-05-26,18:24:39,"29,800",0,2
비씨카드,C-05404,체크,2013-05-26,18:25:01,"14,900",0,1
농협카드,C-14082,체크,2013-05-26,18:25:12,"14,900",0,1
비씨카드,C-36974,체크,2013-05-26,18:32:45,"29,800",0,2
외환카드,C-19662,일반,2013-05-26,18:33:59,"65,500",0,5
신한카드,C-33646,일반,2013-05-26,18:34:29,"29,800",0,2
신한카드,C-26366,체크,2013-05-26,18:37:09,"29,800",0,2
국민카드,C-16203,체크,2013-05-26,18:38:27,"29,800",0,2
롯데카드,C-01916,일반,2013-05-26,18:45:09,"29,800",0,2
비씨카드,C-19470,일반,2013-05-26,18:48:24,"59,600",0,4
비씨카드,C-06673,체크,2013-05-26,18:48:56,"29,800",0,2
국민카드,C-36641,체크,2013-05-26,18:51:43,"29,800",0,2
롯데카드,C-13230,일반,2013-05-26,18:53:54,"25,800",0,2
신한카드,C-01438,일반,2013-05-26,18:55:46,"29,800",0,2
비씨카드,C-21170,일반,2013-05-26,18:57:33,"59,600",0,4
현대카드,C-07258,일반,2013-05-26,18:58:37,"29,800",0,2
신한카드,C-00190,일반,2013-05-26,19:00:32,"44,700",0,3
외환카드,C-02977,체크,2013-05-26,19:02:55,"44,700",0,3
비씨카드,C-29684,체크,2013-05-26,19:06:55,"44,700",0,3
비씨카드,C-05301,체크,2013-05-26,19:07:44,"44,700",0,3
국민카드,C-41978,일반,2013-05-26,19:08:58,"44,700",0,3
비씨카드,C-10238,일반,2013-05-26,19:11:36,"59,600",0,4
비씨카드,C-38643,체크,2013-05-26,19:17:29,"29,800",0,2
국민카드,C-16094,체크,2013-05-26,19:23:48,"29,800",0,2
현대카드,C-42710,일반,2013-05-26,19:26:26,"29,800",0,2
신한카드,C-02914,일반,2013-05-26,19:29:04,"97,400",0,7
비씨카드,C-28719,체크,2013-05-26,19:30:34,"29,800",0,2
외환카드,C-19912,일반,2013-05-26,19:34:27,"59,600",0,4
비씨카드,C-38530,체크,2013-05-26,19:37:16,"44,700",0,3
비씨카드,C-19443,일반,2013-05-26,19:37:32,"29,800",0,2
신한카드,C-17745,체크,2013-05-26,19:37:52,"14,900",0,1
비씨카드,C-05998,체크,2013-05-26,19:39:11,"6,000",0,1
현대카드,C-03238,일반,2013-05-26,19:39:31,"29,800",0,2
비씨카드,C-40999,체크,2013-05-26,19:50:21,"74,500",0,5
국민카드,C-36399,체크,2013-05-26,19:50:52,"29,800",0,2
롯데카드,C-13194,일반,2013-05-26,19:56:09,"51,600",0,4
신한카드,C-26503,체크,2013-05-26,19:58:28,"29,800",0,2
비씨카드,C-37114,체크,2013-05-26,20:06:37,"29,800",0,2
국민카드,C-16053,체크,2013-05-26,20:08:25,"29,800",0,2
비씨카드,C-38391,체크,2013-05-26,20:16:29,"55,600",0,4
외환카드,C-35190,일반,2013-05-26,20:20:06,"59,600",0,4
농협카드,C-24301,체크,2013-05-26,20:20:36,"29,800",0,2
외환카드,C-16410,체크,2013-05-26,20:33:25,"29,800",0,2
국민카드,C-41493,일반,2013-05-26,20:34:16,"9,600",0,1
비씨카드,C-04058,일반,2013-05-26,20:34:51,"55,600",0,4
신한카드,C-35640,일반,2013-05-26,20:40:51,"35,700",0,3
신한카드,C-09832,일반,2013-05-26,20:42:20,"29,800",0,2
국민카드,C-16069,체크,2013-05-26,20:42:53,"29,800",0,2
현대카드,C-43478,일반,2013-05-26,20:45:39,"40,700",0,3
신한카드,C-34353,체크,2013-05-26,20:55:12,"44,700",0,3
국민카드,C-42164,일반,2013-05-26,20:59:02,"96,300",0,7
국민카드,C-16070,체크,2013-05-26,20:59:41,"14,900",0,1
비씨카드,C-14964,체크,2013-05-26,20:59:59,"14,900",0,1
비씨카드,C-21651,체크,2013-05-26,21:00:17,"14,900",0,1
비씨카드,C-40641,체크,2013-05-26,21:00:41,"29,800",0,2
외환카드,C-35086,일반,2013-05-26,21:01:01,"29,800",0,2
비씨카드,C-21779,일반,2013-05-26,21:04:25,"59,600",3,4
신한카드,C-17286,체크,2013-05-26,21:04:50,"59,600",0,4
외환카드,C-10659,일반,2013-05-26,21:08:07,"29,800",0,2
비씨카드,C-24684,일반,2013-05-26,21:08:33,"29,800",0,2
삼성카드,C-33042,일반,2013-05-26,21:09:10,"29,800",0,2
국민카드,C-42135,일반,2013-05-26,21:12:58,"59,600",0,4
비씨카드,C-27827,체크,2013-05-26,21:16:01,"44,700",0,3
신한카드,C-26607,체크,2013-05-26,21:17:16,"44,700",0,3
외환카드,C-19881,일반,2013-05-26,21:17:47,"59,600",0,4
신한카드,C-23569,일반,2013-05-26,21:18:44,"29,800",0,2
비씨카드,C-40728,체크,2013-05-26,21:28:10,"117,100",0,8
현대카드,C-03406,일반,2013-05-26,21:30:34,"29,800",0,2
외환카드,C-04566,일반,2013-05-26,21:31:22,"20,000",0,2
신한카드,C-11830,일반,2013-05-26,21:31:45,"51,600",0,4
국민카드,C-22427,일반,2013-05-26,21:34:29,"44,700",0,3
신한카드,C-09702,일반,2013-05-26,21:35:36,"29,800",0,2
롯데카드,C-31832,체크,2013-05-26,21:36:14,"29,800",0,2
신한카드,C-09422,일반,2013-05-27,12:34:10,"59,500",0,5
신한카드,C-10060,일반,2013-05-27,12:37:53,"47,600",0,4
외환카드,C-11655,일반,2013-05-27,12:40:02,"35,700",0,3
국민카드,C-22608,일반,2013-05-27,12:42:13,"23,800",0,2
비씨카드,C-25439,일반,2013-05-27,12:50:57,"23,800",0,2
국민카드,C-36513,체크,2013-05-27,12:57:53,"23,800",0,2
비씨카드,C-04032,일반,2013-05-27,13:00:58,"23,800",0,2
국민카드,C-15878,체크,2013-05-27,13:01:40,"11,900",0,1
롯데카드,C-13217,일반,2013-05-27,13:10:33,"23,800",0,2
신한카드,C-26897,체크,2013-05-27,13:17:04,"23,800",0,2
국민카드,C-15896,체크,2013-05-27,13:21:56,"47,600",0,4
국민카드,C-41800,일반,2013-05-27,13:30:37,"11,900",0,1
국민카드,C-41863,일반,2013-05-27,13:32:01,"23,800",0,2
현대카드,C-42796,일반,2013-05-27,13:36:15,"47,600",0,4
신한카드,C-26578,체크,2013-05-27,13:57:24,"23,800",0,2
롯데카드,C-14480,일반,2013-05-27,14:05:46,"23,800",0,2
현대카드,C-23868,일반,2013-05-27,14:21:27,"47,600",0,4
국민카드,C-15838,체크,2013-05-27,14:24:46,"23,800",0,2
현대카드,C-07325,일반,2013-05-27,14:33:06,"23,800",0,2
삼성카드,C-20559,일반,2013-05-27,14:53:56,"32,700",0,3
국민카드,C-41929,일반,2013-05-27,14:59:23,"23,800",0,2
신한카드,C-12461,일반,2013-05-27,15:02:36,"23,800",0,2
신한카드,C-26883,체크,2013-05-27,15:13:49,"23,800",0,2
신한카드,C-34337,체크,2013-05-27,15:16:18,"11,900",0,1
신한카드,C-34329,체크,2013-05-27,15:16:31,"11,900",0,1
비씨카드,C-31053,일반,2013-05-27,15:18:07,"23,800",0,2
삼성카드,C-02552,일반,2013-05-27,15:23:58,"23,800",0,2
현대카드,C-23936,일반,2013-05-27,15:35:25,"23,800",0,2
농협카드,C-34115,일반,2013-05-27,15:44:25,"65,400",0,6
삼성카드,C-18504,일반,2013-05-27,15:57:20,"35,700",0,3
신한카드,C-10038,일반,2013-05-27,16:01:21,"23,800",0,2
외환카드,C-23153,일반,2013-05-27,16:10:08,"29,800",0,3
비씨카드,C-26184,체크,2013-05-27,18:17:44,"29,800",0,3
롯데카드,C-18220,일반,2013-05-27,18:33:47,"29,800",0,3
외환카드,C-11653,일반,2013-05-27,18:38:56,"38,700",0,4
국민카드,C-16090,체크,2013-05-27,18:41:37,"89,400",0,8
농협카드,C-40237,체크,2013-05-27,18:42:52,"14,900",0,2
신한카드,C-26737,체크,2013-05-27,18:43:06,"29,800",0,3
비씨카드,C-05887,체크,2013-05-27,18:58:55,"29,800",0,3
비씨카드,C-36194,일반,2013-05-27,19:03:19,"146,100",0,13
국민카드,C-36407,체크,2013-05-27,19:06:15,"29,800",0,3
농협카드,C-40243,체크,2013-05-27,19:20:29,"14,900",0,2
국민카드,C-16018,체크,2013-05-27,19:25:14,"29,800",0,3
삼성카드,C-13723,일반,2013-05-27,19:34:38,"53,600",0,5
농협카드,C-39836,체크,2013-05-27,20:13:09,"29,800",0,3
농협카드,C-40182,체크,2013-05-27,20:14:59,"27,500",0,3
비씨카드,C-29150,체크,2013-05-27,20:23:10,"34,800",0,3
삼성카드,C-32599,일반,2013-05-27,20:49:03,"29,800",0,3
국민카드,C-16059,체크,2013-05-27,20:52:59,"29,800",0,3
국민카드,C-42314,일반,2013-05-27,21:35:38,"29,800",0,3
신한카드,C-18106,체크,2013-05-27,21:37:42,"29,800",0,3
국민카드,C-25325,일반,2013-05-28,12:28:53,"71,400",0,6
외환카드,C-04567,일반,2013-05-28,12:31:08,"23,800",0,2
국민카드,C-25626,일반,2013-05-28,12:49:15,"23,800",0,2
현대카드,C-43228,일반,2013-05-28,12:50:35,"23,800",0,2
비씨카드,C-29443,체크,2013-05-28,12:56:50,"11,900",0,1
삼성카드,C-20564,일반,2013-05-28,13:07:16,"23,800",0,2
신한카드,C-00948,일반,2013-05-28,13:17:54,"23,800",0,2
비씨카드,C-10155,일반,2013-05-28,13:24:41,"23,800",0,2
국민카드,C-13334,체크,2013-05-28,13:28:30,"23,800",0,2
현대카드,C-07212,일반,2013-05-28,13:29:51,"23,800",0,2
국민카드,C-22608,일반,2013-05-28,13:33:03,"47,600",0,4
비씨카드,C-30040,체크,2013-05-28,13:42:10,"23,800",0,2
신한카드,C-17820,체크,2013-05-28,13:42:31,"23,800",0,2
현대카드,C-07017,일반,2013-05-28,13:42:50,"23,800",0,2
비씨카드,C-15801,체크,2013-05-28,13:43:33,"23,800",0,2
국민카드,C-15836,체크,2013-05-28,13:47:54,"23,800",0,2
외환카드,C-19022,체크,2013-05-28,13:53:09,"23,800",0,2
삼성카드,C-32313,일반,2013-05-28,13:55:09,"35,700",0,3
신한카드,C-33405,일반,2013-05-28,14:02:42,"11,900",0,1
국민카드,C-36499,체크,2013-05-28,14:02:56,"11,900",0,1
신한카드,C-09319,일반,2013-05-28,14:24:05,"47,600",0,4
삼성카드,C-33039,일반,2013-05-28,14:33:55,"23,800",0,2
국민카드,C-10915,일반,2013-05-28,14:36:54,"47,600",0,4
비씨카드,C-30141,체크,2013-05-28,14:40:11,"23,800",0,2
신한카드,C-12399,일반,2013-05-28,14:55:51,"23,800",0,2
삼성카드,C-32924,일반,2013-05-28,15:00:49,"35,700",0,3
국민카드,C-41800,일반,2013-05-28,15:14:32,"11,900",0,1
롯데카드,C-13197,일반,2013-05-28,15:31:30,"23,800",0,2
외환카드,C-19897,일반,2013-05-28,15:58:19,"47,600",0,4
외환카드,C-19793,일반,2013-05-28,16:02:26,"23,800",0,2
외환카드,C-04446,일반,2013-05-28,16:08:30,"35,700",0,3
비씨카드,C-28954,체크,2013-05-28,16:19:52,"11,900",0,1
신한카드,C-01354,일반,2013-05-28,16:51:57,"23,800",0,2
비씨카드,C-38282,체크,2013-05-28,17:28:27,"29,800",0,3
신한카드,C-17873,체크,2013-05-28,17:56:01,"29,800",0,3
신한카드,C-07851,체크,2013-05-28,17:58:46,"29,800",0,3
신한카드,C-07847,체크,2013-05-28,18:04:07,"29,800",0,3
국민카드,C-16051,체크,2013-05-28,18:25:13,"44,700",0,4
외환카드,C-24476,일반,2013-05-28,18:44:43,"14,900",0,2
롯데카드,C-01785,일반,2013-05-28,18:45:04,"30,700",0,3
비씨카드,C-08786,체크,2013-05-28,18:59:32,"29,800",0,3
외환카드,C-38933,체크,2013-05-28,19:02:22,"29,800",0,3
신한카드,C-12415,일반,2013-05-28,19:09:33,"38,700",0,4
국민카드,C-41121,일반,2013-05-28,19:24:07,"44,700",0,4
신한카드,C-09058,일반,2013-05-28,19:33:34,"44,700",0,4
비씨카드,C-14765,일반,2013-05-28,19:43:03,"29,800",0,3
롯데카드,C-24822,일반,2013-05-28,19:51:39,"29,800",0,3
롯데카드,C-01929,일반,2013-05-28,20:05:43,"59,600",0,6
비씨카드,C-30375,체크,2013-05-28,20:16:51,"14,900",0,2
국민카드,C-16228,체크,2013-05-28,20:17:08,"29,800",0,3
비씨카드,C-29863,체크,2013-05-28,20:17:20,"29,800",0,3
외환카드,C-24568,일반,2013-05-28,20:18:17,"44,700",0,4
비씨카드,C-35783,일반,2013-05-28,20:20:32,"92,300",3,8
국민카드,C-42212,일반,2013-05-28,20:21:42,"29,800",0,3
농협카드,C-24328,체크,2013-05-28,20:22:25,"14,900",0,2
비씨카드,C-21485,일반,2013-05-28,20:27:50,"29,800",0,3
농협카드,C-13939,체크,2013-05-28,20:33:57,"29,800",0,3
신한카드,C-09737,일반,2013-05-28,20:47:35,"29,800",0,3
비씨카드,C-21576,일반,2013-05-28,20:52:00,"29,800",0,3
농협카드,C-03867,일반,2013-05-28,20:52:33,"44,700",0,4
국민카드,C-16136,체크,2013-05-28,21:03:22,"29,800",0,3
비씨카드,C-28694,체크,2013-05-28,21:03:44,"29,800",0,3
외환카드,C-23107,일반,2013-05-28,21:04:06,"29,800",0,3
국민카드,C-10880,일반,2013-05-28,21:10:02,"29,800",0,3
비씨카드,C-38244,체크,2013-05-28,21:16:46,"29,800",0,3
삼성카드,C-02741,일반,2013-05-28,21:23:15,"48,700",0,5
현대카드,C-42915,일반,2013-05-28,21:27:02,"29,800",0,3
외환카드,C-04822,일반,2013-05-28,21:28:59,"29,800",0,3
신한카드,C-09507,일반,2013-05-28,21:31:05,"37,800",0,4
비씨카드,C-36058,일반,2013-05-29,12:36:01,"23,800",0,2
국민카드,C-01526,일반,2013-05-29,12:59:34,"23,800",0,2
비씨카드,C-36066,일반,2013-05-29,12:59:59,"83,300",0,7
비씨카드,C-04914,일반,2013-05-29,13:02:33,"23,800",0,2
비씨카드,C-35667,일반,2013-05-29,13:06:43,"35,700",0,3
국민카드,C-11109,일반,2013-05-29,13:10:24,"23,800",0,2
국민카드,C-11109,일반,2013-05-29,13:10:43,"11,900",0,1
비씨카드,C-05056,일반,2013-05-29,13:12:36,"35,700",0,3
신한카드,C-01048,일반,2013-05-29,13:13:23,"23,800",0,2
국민카드,C-41321,일반,2013-05-29,13:22:50,"23,800",0,2
비씨카드,C-37654,체크,2013-05-29,13:30:58,"35,700",0,3
신한카드,C-11857,일반,2013-05-29,13:36:59,"35,700",0,3
외환카드,C-04216,일반,2013-05-29,13:44:09,"11,900",0,1
비씨카드,C-06326,체크,2013-05-29,13:44:26,"11,900",0,1
국민카드,C-41848,일반,2013-05-29,13:58:18,"23,800",0,2
국민카드,C-33255,일반,2013-05-29,14:01:12,"23,800",0,2
신한카드,C-15382,일반,2013-05-29,14:02:49,"23,800",0,2
롯데카드,C-12592,일반,2013-05-29,14:05:51,"23,800",0,2
비씨카드,C-25422,일반,2013-05-29,14:09:00,"35,700",0,3
신한카드,C-26381,체크,2013-05-29,14:09:24,"23,800",0,2
신한카드,C-26668,체크,2013-05-29,14:25:25,"11,900",0,1
현대카드,C-03032,일반,2013-05-29,14:25:50,"23,800",0,2
신한카드,C-09667,일반,2013-05-29,14:33:41,"130,900",0,11
현대카드,C-07292,일반,2013-05-29,14:34:07,"23,800",0,2
비씨카드,C-28803,체크,2013-05-29,14:47:55,"23,800",0,2
국민카드,C-15826,체크,2013-05-29,15:15:44,"23,800",0,2
비씨카드,C-03696,일반,2013-05-29,15:17:28,"35,700",0,3
신한카드,C-34481,체크,2013-05-29,15:24:20,"23,800",0,2
국민카드,C-16067,체크,2013-05-29,15:40:35,"23,800",0,2
롯데카드,C-12873,일반,2013-05-29,16:33:04,"23,800",0,2
현대카드,C-06814,일반,2013-05-29,16:33:58,"11,900",0,1
외환카드,C-10286,체크,2013-05-29,17:23:24,"29,800",0,3
비씨카드,C-30079,체크,2013-05-29,17:30:55,"23,800",0,2
비씨카드,C-06185,체크,2013-05-29,17:39:23,"23,800",0,2
신한카드,C-00397,일반,2013-05-29,18:50:11,"29,800",0,3
신한카드,C-08077,체크,2013-05-29,19:03:40,"29,800",0,3
현대카드,C-42969,일반,2013-05-29,19:10:32,"29,800",0,3
신한카드,C-12484,일반,2013-05-29,19:19:07,"44,700",0,4
외환카드,C-31899,일반,2013-05-29,19:20:06,"44,700",0,4
삼성카드,C-32652,일반,2013-05-29,19:25:38,"41,800",0,4
삼성카드,C-32804,일반,2013-05-29,19:31:52,"29,800",0,3
국민카드,C-16197,체크,2013-05-29,19:32:12,"29,800",0,3
국민카드,C-15953,체크,2013-05-29,19:51:19,"29,800",0,3
국민카드,C-15971,체크,2013-05-29,19:52:02,"14,900",0,2
외환카드,C-04745,일반,2013-05-29,20:17:47,"53,600",0,5
국민카드,C-41736,일반,2013-05-29,20:19:34,"38,700",0,4
신한카드,C-12529,일반,2013-05-29,20:28:00,"29,800",0,3
국민카드,C-15959,체크,2013-05-29,20:30:54,"29,800",0,3
현대카드,C-42888,일반,2013-05-29,20:43:32,"44,700",0,4
비씨카드,C-05813,체크,2013-05-29,20:44:31,"44,700",0,4
삼성카드,C-02623,일반,2013-05-29,21:14:22,"74,500",0,7
신한카드,C-10040,일반,2013-05-29,21:17:57,"59,600",0,6
신한카드,C-18028,체크,2013-05-29,21:19:20,"29,800",0,3
국민카드,C-15956,체크,2013-05-29,21:19:49,"59,600",0,6
롯데카드,C-14442,일반,2013-05-29,21:29:01,"63,600",0,6
신한카드,C-34226,체크,2013-05-29,21:29:42,"29,800",0,3
비씨카드,C-35990,일반,2013-05-29,21:29:55,"14,900",0,2
국민카드,C-25267,일반,2013-05-29,21:36:59,"63,600",0,6
국민카드,C-16095,체크,2013-05-29,21:39:58,"44,700",0,4
삼성카드,C-02355,일반,2013-05-29,21:43:48,"29,800",0,3
비씨카드,C-38180,체크,2013-05-30,12:19:21,"23,800",0,2
롯데카드,C-12689,일반,2013-05-30,12:37:12,"11,900",0,1
국민카드,C-25610,일반,2013-05-30,12:41:53,"23,800",0,2
비씨카드,C-35804,일반,2013-05-30,12:42:10,"35,700",0,3
국민카드,C-16112,체크,2013-05-30,12:46:09,"28,800",0,3
농협카드,C-36317,체크,2013-05-30,12:47:24,"32,000",0,3
농협카드,C-36298,체크,2013-05-30,12:47:40,"40,000",0,4
비씨카드,C-37096,체크,2013-05-30,12:48:25,"35,100",0,3
비씨카드,C-15671,일반,2013-05-30,12:48:58,"47,600",0,4
비씨카드,C-21796,일반,2013-05-30,12:51:33,"23,800",0,2
농협카드,C-40362,체크,2013-05-30,12:52:11,"23,800",0,2
비씨카드,C-06086,체크,2013-05-30,12:58:19,"11,900",0,1
농협카드,C-24323,체크,2013-05-30,13:02:32,"23,800",0,2
비씨카드,C-30947,일반,2013-05-30,13:04:57,"47,600",0,4
국민카드,C-11095,일반,2013-05-30,13:08:10,"23,800",0,2
삼성카드,C-02700,일반,2013-05-30,13:08:20,"11,900",0,1
국민카드,C-11312,일반,2013-05-30,13:08:38,"11,900",0,1
비씨카드,C-40841,체크,2013-05-30,13:08:48,"11,900",0,1
삼성카드,C-02575,일반,2013-05-30,13:08:58,"11,900",0,1
신한카드,C-25057,일반,2013-05-30,13:10:01,"23,800",0,2
비씨카드,C-40974,체크,2013-05-30,13:10:47,"11,900",0,1
농협카드,C-14279,체크,2013-05-30,13:11:24,"11,900",0,1
외환카드,C-19915,일반,2013-05-30,13:11:53,"23,800",0,2
농협카드,C-39371,체크,2013-05-30,13:13:38,"23,800",0,2
비씨카드,C-21652,일반,2013-05-30,13:16:20,"11,900",0,1
롯데카드,C-01778,일반,2013-05-30,13:17:00,"35,700",0,3
신한카드,C-26989,체크,2013-05-30,13:17:32,"47,600",0,4
비씨카드,C-41090,체크,2013-05-30,13:18:47,"23,800",0,2
비씨카드,C-04097,일반,2013-05-30,13:19:33,"23,800",0,2
외환카드,C-25132,일반,2013-05-30,13:19:48,"11,900",0,1
농협카드,C-40378,체크,2013-05-30,13:21:39,"71,400",0,6
외환카드,C-39001,체크,2013-05-30,13:24:05,"23,800",0,2
삼성카드,C-32010,일반,2013-05-30,13:25:12,"35,700",0,3
신한카드,C-07870,체크,2013-05-30,13:25:45,"35,700",0,3
외환카드,C-02431,일반,2013-05-30,13:26:48,"35,700",0,3
신한카드,C-08727,일반,2013-05-30,13:28:01,"23,800",0,2
비씨카드,C-05077,일반,2013-05-30,13:28:47,"130,900",0,11
신한카드,C-33495,일반,2013-05-30,13:33:09,"59,500",0,5
신한카드,C-01027,일반,2013-05-30,13:37:19,"23,800",0,2
신한카드,C-09013,일반,2013-05-30,13:41:16,"47,600",0,4
신한카드,C-08226,체크,2013-05-30,13:47:43,"23,800",0,2
국민카드,C-41753,일반,2013-05-30,13:49:31,"47,600",0,4
신한카드,C-18252,일반,2013-05-30,13:51:27,"23,800",0,2
삼성카드,C-03844,일반,2013-05-30,14:00:12,"23,800",0,2
외환카드,C-31956,일반,2013-05-30,14:00:36,"23,800",0,2
비씨카드,C-40860,체크,2013-05-30,14:09:17,"23,800",0,2
국민카드,C-25573,일반,2013-05-30,14:14:28,"71,400",0,6
비씨카드,C-35454,일반,2013-05-30,14:16:59,"23,800",0,2
농협카드,C-03952,일반,2013-05-30,14:17:53,"47,600",0,4
농협카드,C-14175,체크,2013-05-30,14:21:04,"11,900",0,1
비씨카드,C-35358,일반,2013-05-30,14:21:47,"23,800",0,2
비씨카드,C-40804,체크,2013-05-30,14:30:13,"23,800",0,2
국민카드,C-22415,일반,2013-05-30,14:35:04,"59,500",0,5
비씨카드,C-14877,일반,2013-05-30,14:35:21,"23,800",0,2
국민카드,C-25319,일반,2013-05-30,14:39:02,"23,800",0,2
국민카드,C-42329,일반,2013-05-30,14:50:00,"35,700",0,3
국민카드,C-41800,일반,2013-05-30,15:02:11,"11,900",0,1
국민카드,C-25550,일반,2013-05-30,15:14:04,"35,700",0,3
신한카드,C-34499,체크,2013-05-30,15:19:10,"23,800",0,2
비씨카드,C-28125,체크,2013-05-30,15:29:13,"23,800",0,2
외환카드,C-10390,체크,2013-05-30,15:29:46,"23,800",0,2
신한카드,C-23443,일반,2013-05-30,15:31:32,"23,800",0,2
신한카드,C-16718,체크,2013-05-30,15:51:20,"23,800",0,2
비씨카드,C-27828,체크,2013-05-30,15:51:41,"35,700",0,3
국민카드,C-13499,체크,2013-05-30,15:57:20,"11,900",0,1
신한카드,C-00978,일반,2013-05-30,16:11:09,"23,800",0,2
삼성카드,C-20241,일반,2013-05-30,16:11:38,"23,800",0,2
비씨카드,C-29967,체크,2013-05-30,16:22:00,"23,800",0,2
롯데카드,C-12829,일반,2013-05-30,16:22:50,"47,600",0,4
비씨카드,C-21367,일반,2013-05-30,16:23:35,"35,700",0,3
신한카드,C-16677,체크,2013-05-30,16:32:11,"23,800",0,2
국민카드,C-16103,체크,2013-05-30,16:40:19,"29,800",0,3
농협카드,C-14090,체크,2013-05-30,16:45:05,"23,800",0,2
현대카드,C-23906,일반,2013-05-30,17:20:22,"23,800",0,2
신한카드,C-26582,체크,2013-05-30,17:35:18,"29,800",0,3
롯데카드,C-31663,일반,2013-05-30,17:52:45,"29,800",0,3
국민카드,C-07706,일반,2013-05-30,18:11:31,"29,800",0,3
외환카드,C-19717,일반,2013-05-30,18:37:55,"29,800",0,3
비씨카드,C-03609,일반,2013-05-30,18:38:18,"14,900",0,2
신한카드,C-16869,체크,2013-05-30,18:38:30,"29,800",0,3
외환카드,C-35187,일반,2013-05-30,18:56:25,"29,800",0,3
현대카드,C-23848,일반,2013-05-30,19:05:55,"29,800",0,3
외환카드,C-04687,일반,2013-05-30,19:14:54,"35,700",0,3
비씨카드,C-11822,일반,2013-05-30,19:21:28,"67,600",0,6
현대카드,C-07065,일반,2013-05-30,19:26:35,"29,800",0,3
신한카드,C-17977,체크,2013-05-30,19:29:38,"14,900",0,2
비씨카드,C-29370,체크,2013-05-30,19:30:00,"29,800",0,3
비씨카드,C-36195,일반,2013-05-30,19:30:20,"59,600",0,6
삼성카드,C-02194,일반,2013-05-30,19:38:08,"29,800",0,3
국민카드,C-42077,일반,2013-05-30,19:43:37,"38,700",0,4
국민카드,C-41847,일반,2013-05-30,19:46:13,"59,600",0,6
외환카드,C-10691,일반,2013-05-30,19:50:57,"14,900",0,2
국민카드,C-41818,일반,2013-05-30,19:52:32,"29,800",0,3
국민카드,C-16135,체크,2013-05-30,19:53:00,"59,600",0,6
신한카드,C-16697,체크,2013-05-30,19:56:47,"29,800",0,3
신한카드,C-09088,일반,2013-05-30,20:00:42,"44,700",0,4
국민카드,C-16231,체크,2013-05-30,20:01:25,"29,800",0,3
비씨카드,C-40949,체크,2013-05-30,20:02:59,"29,800",0,3
국민카드,C-16194,체크,2013-05-30,20:03:58,"29,800",0,3
신한카드,C-26763,체크,2013-05-30,20:05:57,"29,800",0,3
외환카드,C-19586,일반,2013-05-30,20:19:39,"29,800",0,3
신한카드,C-16539,체크,2013-05-30,20:21:27,"29,800",0,3
비씨카드,C-28033,체크,2013-05-30,20:35:01,"14,900",0,2
국민카드,C-36605,체크,2013-05-30,20:42:24,"29,800",0,3
신한카드,C-16745,체크,2013-05-30,20:47:20,"59,600",0,6
현대카드,C-03463,일반,2013-05-30,20:49:48,"44,700",0,4
비씨카드,C-15058,일반,2013-05-30,20:59:12,"29,800",0,3
신한카드,C-12050,일반,2013-05-30,20:59:50,"74,500",0,7
비씨카드,C-21119,일반,2013-05-30,21:06:30,"29,800",0,3
비씨카드,C-37883,체크,2013-05-30,21:07:56,"29,800",0,3
국민카드,C-07692,일반,2013-05-30,21:11:32,"29,800",0,3
비씨카드,C-35338,일반,2013-05-30,21:19:11,"59,600",0,6
신한카드,C-26576,체크,2013-05-30,21:21:56,"29,800",0,3
신한카드,C-08273,체크,2013-05-30,21:24:22,"29,800",0,3
삼성카드,C-20484,일반,2013-05-30,21:32:06,"29,800",0,3
신한카드,C-00621,일반,2013-05-30,21:36:00,"29,800",0,3
비씨카드,C-15030,일반,2013-05-31,12:36:18,"23,800",0,2
신한카드,C-01027,일반,2013-05-31,12:36:45,"71,400",0,6
신한카드,C-17744,체크,2013-05-31,12:44:36,"43,700",0,4
